artist_name,track_name,track_id,album_name,album_id,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,featured_artists,type,duration,year,month,day_of_the_week
"Tyler, The Creator",BLOW MY LOAD - Instrumental,2J1ix1qlk9WjgQzV5gSpO7,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,32,False,0.406,0.628,C#/Db,-7.22,Major,0.0509,0.000154,0.0824,0.296,0.21,73.706,4,,Instrumental Album,02:56,2015,April,Monday
"Tyler, The Creator",CHERRY BOMB - Instrumental,5Sp0Qp4cmT5XXeJXfnrDAm,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,30,False,0.747,0.861,D,-2.671,Major,0.0439,0.00194,0.837,0.44,0.224,133.88,4,,Instrumental Album,04:29,2015,April,Monday
"Tyler, The Creator",Cowboy - Instrumental,4UOeofGICE10ZWlS6UkLNE,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,30,False,0.847,0.563,C#/Db,-8.914,Major,0.0489,0.00268,0.845,0.103,0.84,159.941,4,,Instrumental Album,03:16,2013,April,Monday
"Tyler, The Creator",RUN - Instrumental,0JUwpmBTwaXjdMTCnI5eNX,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,29,False,0.592,0.846,B,-6.561,Minor,0.0417,0.00224,0.04,0.422,0.504,145.925,4,,Instrumental Album,01:10,2015,April,Monday
"Tyler, The Creator",KEEP DA O'S - Instrumental,7Il5uRy0f42P1hXMIfa6iG,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,27,False,0.56,0.435,F#/Gb,-9.91,Major,0.0355,0.00776,0.731,0.0614,0.106,139.948,3,,Instrumental Album,04:10,2015,April,Monday
"Tyler, The Creator",THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) - Instrumental,3MNMl544W55Fphu1do513b,Cherry Bomb + Instrumentals,5V3Chnpno9oTI7JSPXKUf3,2015-04-13,28,False,0.468,0.789,C#/Db,-8.056,Major,0.251,0.00061,0.279,0.113,0.0881,162.275,3,,Instrumental Album,04:38,2015,April,Monday
"Tyler, The Creator",Parking Lot - Instrumental,6UJ0uSZsAsT2sm4929OVEJ,Wolf + Instrumentals,4jEKedq9rWPV9OXuMkrZCa,2013-04-01,27,False,0.656,0.46,D,-10.754,Major,0.0577,0.139,0.617,0.0797,0.191,80.026,4,,Instrumental Album,03:36,2013,April,Monday
Pharrell Williams,"VIRGINIA Boy (feat. Tyler, The Creator) - Remix",1ewLDmADNjHl1rzF5Ink3s,Piece By Piece - Music from the Motion Picture,210rAUA5H4xH6S9J0aHRLE,2024-10-11,63,True,0.665,0.791,C#/Db,-3.278,Major,0.277,0.101,0.0,0.0999,0.667,182.105,4,"Tyler, The Creator",Feature,02:08,2024,October,Friday
Maxo Kream,Cracc Era,4cncOEt5C81tmBSHF3kX66,Cracc Era,5Xl1nussmpooifiSxmxUXC,2024-09-25,64,True,0.901,0.625,C#/Db,-10.317,Minor,0.213,0.0121,0.000454,0.163,0.377,110.751,5,"Tyler, The Creator",Feature,01:55,2024,September,Wednesday
Mac Miller,"O.K. (feat. Tyler, The Creator) - Bonus Track",3fc6y2t7MsdRXTiyWSjI4s,Watching Movies with the Sound Off (10th Anniversary),0Wf65emw9eAwbjJ45gMMqp,2023-06-23,47,True,0.814,0.741,C#/Db,-6.863,Major,0.43,0.0579,0.0,0.223,0.764,115.211,4,"Tyler, The Creator",Feature,02:40,2023,June,Friday
Domo Genesis,"No Idols (feat. Tyler, The Creator)",6X4p4GdoksbRDVz4Q5wTj5,No Idols,3GncI0ExXYyWnIzZe9oxRQ,2023-04-20,45,True,0.364,0.893,B,-3.673,Major,0.583,0.133,0.000194,0.393,0.664,79.693,4,"The Alchemist, Tyler, The Creator",Feature,03:46,2023,April,Thursday
DJ Drama,Legendary,2VXhwq2VuhVcLBsJa6A2wY,I'M REALLY LIKE THAT,6hFTxaqHvUadGLRV9xDEjV,2023-03-31,0,True,0.535,0.634,A#/Bb,-6.986,Major,0.119,0.706,0.0,0.132,0.455,80.954,4,"Tyler, The Creator",Feature,01:38,2023,March,Friday
Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",3zakx7RAwdkUQlOoQ7SJRt,WASTELAND,0PHMNbcgHfzSUALlfk7wGg,2022-07-08,68,True,0.541,0.619,C#/Db,-8.746,Minor,0.254,0.167,0.00633,0.144,0.491,163.908,4,"Dahi, Tyler, The Creator",Feature,03:34,2022,July,Friday
Pharrell Williams,Cash In Cash Out,3S68RFe1lsdCdTMPIMJM3X,Cash In Cash Out,4YV8SurDnk8sctOOZzYtbH,2022-06-10,66,True,0.877,0.56,G,-3.751,Major,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,4,"21 Savage, Tyler, The Creator",Feature,03:36,2022,June,Friday
"Tyler, The Creator","Come On, Let's Go (with Nigo)",6f44p3Kc4ayD9VtbC9Clkr,I Know NIGO!,75T8WnF5n7fgKJ0EC7WRPS,2022-03-25,61,True,0.732,0.734,B,-7.968,Major,0.0974,0.136,0.000901,0.165,0.488,145.722,4,Nigo,Feature,03:19,2022,March,Friday
A$AP Rocky,"Lost and Found Freestyle 2019 (with Tyler, The Creator & Nigo)",5x8NgG7Ya18m9wafOvvWYk,I Know NIGO!,75T8WnF5n7fgKJ0EC7WRPS,2022-03-25,54,True,0.458,0.697,C#/Db,-5.02,Major,0.325,0.0185,0.0,0.784,0.495,172.584,4,"Tyler, The Creator, Nigo",Feature,02:54,2022,March,Friday
Rex Orange County,"OPEN A WINDOW (feat. Tyler, The Creator)",1TDeDFUYHjZKLsO6bzoVg1,WHO CARES?,2yI4m5Yu2tl8v0It5P9WVz,2022-03-11,55,True,0.541,0.607,D,-7.174,Major,0.0482,0.282,0.0,0.193,0.548,79.974,4,"Tyler, The Creator",Feature,03:38,2022,March,Friday
Rex Orange County,"OPEN A WINDOW (feat. Tyler, The Creator)",0YpaoMOUSP3jwZ4RgqNESG,"OPEN A WINDOW (feat. Tyler, The Creator)",48jLx1BQeDpojpNweMzlMf,2022-03-09,42,True,0.541,0.607,D,-7.174,Major,0.0482,0.282,0.0,0.193,0.548,79.974,4,"Tyler, The Creator",Feature,03:38,2022,March,Wednesday
The Weeknd,"Here We Go Again (feat. Tyler, the Creator)",1NhjYYcYTRywc0di98xHxf,Dawn FM,2nLOHgzXzwFEpl62zAgCEC,2022-01-06,60,True,0.469,0.623,C#/Db,-4.432,Major,0.0302,0.345,0.0,0.588,0.198,134.943,4,"Tyler, The Creator",Feature,03:29,2022,January,Thursday
Kanye West,Come to Life,14VMRC6EbRfeub5SkIXiad,Donda (Deluxe),2Wiyo7LzdeBCsVZiRA6vVZ,2021-11-14,51,False,0.421,0.502,D#/Eb,-6.35,Major,0.0306,0.664,3.29e-06,0.381,0.291,126.904,4,,Feature,05:10,2021,November,Sunday
Westside Gunn,"The Fly who couldn't Fly straight (feat. Tyler, The Creator)",6bCbBTw3mqHWQwhFMMaOOq,Hitler Wears Hermes 8: Side B,0KtFP56RU7bd32pcvdeWOU,2021-09-24,59,True,0.46,0.825,G,-6.295,Major,0.296,0.451,0.0,0.0865,0.515,81.342,4,"Tyler, The Creator",Feature,01:45,2021,September,Friday
Maxo Kream,"BIG PERSONA (feat. Tyler, The Creator)",4uKjkPDGkkpOHxw152rM1g,"BIG PERSONA (feat. Tyler, The Creator)",0vTDlHYc2iOl6Vwyi0Ld9p,2021-09-07,44,True,0.683,0.515,D,-6.668,Major,0.101,0.0255,9.85e-05,0.209,0.158,145.963,4,"Tyler, The Creator",Feature,02:25,2021,September,Tuesday
Lykke Li,"I Follow Rivers - Tyler, the Creator Remix",1Po3NUwrIkv54e7VIGtQQS,Wounded Rhymes (Anniversary Edition),19ms2xSmphDqfhx2dp11Tl,2021-07-16,25,True,0.243,0.659,G,-8.969,Major,0.122,0.0122,0.000122,0.132,0.293,73.225,5,"Tyler, The Creator",Feature,03:42,2021,July,Friday
Snoh Aalegra,"IN THE MOMENT feat. Tyler, The Creator",1tXWUIFKPPHLAth1zCGfmj,TEMPORARY HIGHS IN THE VIOLET SKIES,57ttk3xzHMWLr6CGrEa8F3,2021-07-09,46,True,0.647,0.578,G,-7.232,Major,0.129,0.62,0.000845,0.12,0.373,179.048,3,"Tyler, The Creator",Feature,03:34,2021,July,Friday
Snoh Aalegra,"NEON PEACH feat. Tyler, The Creator",5PF2WtSZV4EtmGx4oER1zt,TEMPORARY HIGHS IN THE VIOLET SKIES,57ttk3xzHMWLr6CGrEa8F3,2021-07-09,43,True,0.748,0.67,G#/Ab,-7.118,Major,0.0842,0.223,7.6e-05,0.146,0.331,111.353,4,"Tyler, The Creator",Feature,03:12,2021,July,Friday
Brent Faiyaz,"GRAVITY (FEAT. TYLER, THE CREATOR)",6u3CPnFMKANYgfdiifFOiJ,"Gravity (feat. Tyler, The Creator)",6ymw9w3tGhxVGBskQAhsvm,2021-01-29,59,True,0.541,0.619,C#/Db,-8.746,Minor,0.254,0.167,0.00633,0.144,0.491,163.908,4,"Dahi, Tyler, The Creator",Feature,03:34,2021,January,Friday
Channel Tres,"fuego (feat. Tyler, The Creator)",6UYbt0ZVXP5pnrhzk8z2d8,i can't go outside,1p2LdU7Q9Aq8OjO8sfnVMU,2020-12-10,41,True,0.745,0.504,D#/Eb,-10.405,Minor,0.307,0.0162,0.00122,0.432,0.434,114.901,4,"Tyler, The Creator",Feature,04:08,2020,December,Thursday
Freddie Gibbs,"Something to Rap About (feat. Tyler, The Creator)",5OkYfk72CNL8XLqa3gp9q7,Alfredo,3znl1qe13kyjQv7KcR685N,2020-05-29,60,True,0.406,0.524,F,-11.071,Major,0.255,0.469,3.95e-06,0.117,0.412,56.046,4,"The Alchemist, Tyler, The Creator",Feature,04:42,2020,May,Friday
Lil Yachty,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",0gO3E51A3fqp0ypJ26QbVP,Lil Boat 3,2CYr9450iYkEWq4IWL8plY,2020-05-29,54,True,0.784,0.632,A#/Bb,-6.083,Minor,0.347,0.156,0.0,0.605,0.746,124.603,4,"Tierra Whack, A$AP Rocky, Tyler, The Creator",Feature,03:52,2020,May,Friday
Westside Gunn,"327 (feat. Tyler, The Creator & Billie Essco)",5sxRbu2Oi9lgmLO8taA3Rf,Pray for Paris,6nfJMRoIjyRwk3ZTHNm0PY,2020-04-17,62,True,0.42,0.701,C#/Db,-7.582,Minor,0.339,0.832,0.0,0.103,0.671,79.716,4,"Joey Bada$$, Tyler, The Creator, Billie Essco",Feature,05:49,2020,April,Friday
La Roux,"Automatic Driver - Tyler, The Creator Remix",59S3SiDxj914oyXd25zt3j,"Automatic Driver (Tyler, The Creator Remix)",57PHygGtLqa9kJRE3rUy15,2020-04-17,45,False,0.551,0.417,C,-7.028,Major,0.028,0.471,0.0,0.344,0.53,96.906,4,"Tyler, The Creator",Feature,03:30,2020,April,Friday
Yuna,Castaway,19zPT36WogsfBd8HIaUnt4,Rouge,5By9BZR5hxGhbkeq7sAcqZ,2019-07-12,40,True,0.623,0.761,C,-6.084,Major,0.0312,0.0223,0.000246,0.39,0.456,99.055,4,"Tyler, The Creator",Feature,04:29,2019,July,Friday
Jaden,NOIZE,7kWOOLjhvTsfNFHdu9iWWl,ERYS (Deluxe),6cKBoHXh7dKn2gVsGniZ58,2019-07-05,38,True,0.47,0.794,D,-3.642,Major,0.114,0.113,0.0,0.119,0.133,160.12,4,"Tyler, The Creator",Feature,04:07,2019,July,Friday
GoldLink,"U Say (feat. Tyler, The Creator & Jay Prince)",2p37Mfy2PWajgOS3i2aaep,Diaspora,790qROmQ1y4aPEYLcSkScH,2019-06-12,55,True,0.926,0.68,D,-7.689,Major,0.196,0.0471,0.000125,0.119,0.458,114.981,4,"Tyler, The Creator, Jay Prince",Feature,03:21,2019,June,Wednesday
$ilkMoney,Naga,0p9grHe7l8mBtKKNtMkqBi,I Hate My Life and I Really Wish People Would Stop Telling Me Not To,4yQasTblx6sk72EF14Du8g,2018-12-11,33,True,0.675,0.428,A#/Bb,-8.829,Minor,0.41,0.0524,0.0,0.107,0.433,124.398,4,,Feature,01:57,2018,December,Tuesday
Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,Isolation,4EPQtdq6vvwxuYeQTrwDVY,2018-04-06,78,False,0.702,0.659,E,-6.766,Minor,0.13,0.301,0.00201,0.218,0.843,79.64,4,"Tyler, The Creator, Bootsy Collins",Feature,03:27,2018,April,Friday
Waka Flocka Flame,I'm A Hater (feat. Tyler The Creator & D-Bo),6gUn2o1rBATdPY58wpTutF,Salute Me Or Shoot Me 4 (Banned From America),6dbTZGSD48VL8dDBy41yeb,2018-01-19,0,True,0.713,0.593,D,-5.05,Major,0.107,0.0687,0.0,0.32,0.314,136.964,4,"D-Bo, Tyler, The Creator",Feature,04:43,2018,January,Friday
Frank Ocean,Biking,2q0VexHJirnUPnEOhr2DxK,Biking,7yOOPJjNelITCaYMqk8V6r,2017-04-10,67,True,0.673,0.463,D,-7.247,Major,0.191,0.681,4.9e-06,0.0907,0.268,147.981,4,"JAY-Z, Tyler, The Creator",Feature,04:37,2017,April,Monday
A$AP Mob,"Telephone Calls (feat. A$AP Rocky, Tyler, The Creator, Playboi Carti & Yung Gleesh)",5VnpYqIzm02X9gOhVElQo3,Cozy Tapes: Vol. 1 Friends -,3RaACfwYTY9uiDy3VSWLLc,2016-10-31,54,True,0.732,0.772,D,-6.142,Minor,0.267,0.194,1.54e-06,0.242,0.493,123.009,4,"A$AP Rocky, Tyler, The Creator, Playboi Carti, Yung Gleesh",Feature,03:50,2016,October,Monday
Domo Genesis,"Go (Gas) (feat. Wiz Khalifa, Juicy J & Tyler, The Creator)",0v3IeMw8l2M3TjIqQrihDW,Genesis,3mhZHDmHvIUAeAYH7MrXBW,2016-03-25,28,True,0.716,0.571,D,-10.002,Major,0.419,0.0209,0.0,0.268,0.646,80.042,4,"Wiz Khalifa, Juicy J, Tyler, The Creator",Feature,03:43,2016,March,Friday
Casey Veggies,RIP,1twZoRIDBZzHaunmzMl2Vp,Live & Grow,4YsS6HUCoyntWFTReZD1GU,2015-09-25,43,True,0.486,0.64,A,-3.715,Major,0.116,0.0752,0.0,0.483,0.536,125.347,4,"Tyler, The Creator",Feature,02:37,2015,September,Friday
The Internet,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",300DUx4tdtCdGEUXR032jA,Ego Death,69g3CtOVg98TPOwqmI2K7Q,2015-06-26,62,True,0.447,0.625,A#/Bb,-8.212,Minor,0.323,0.0351,0.000727,0.243,0.261,67.104,4,"Tyler, The Creator, Steve Lacy",Feature,07:20,2015,June,Friday
ScHoolboy Q,The Purge,1oQJ26nHHgHh45WqyA59GF,Oxymoron (Deluxe),7Et3bSTLLqdABO1qCxUplS,2014-01-01,43,True,0.621,0.641,A#/Bb,-6.76,Minor,0.465,0.035,0.0,0.259,0.387,168.327,4,"Tyler, The Creator, Kurupt",Feature,04:54,2014,January,Wednesday
MellowHigh,"Remix (feat. Tyler, The Creator)",06rLDEJNtQf5EUo6ALjSEf,MellowHigh,4azVkVe6yeIBhFVyECag4j,2013-10-31,32,True,0.413,0.664,B,-8.701,Minor,0.322,0.0198,0.0,0.102,0.385,163.341,4,"Tyler, The Creator",Feature,02:50,2013,October,Thursday
Earl Sweatshirt,"Whoa (feat. Tyler, The Creator)",1rW2nkUbmKD2MC22YrU8cX,Doris,5vRfIDOPJHy3W2wHWbzLlE,2013-08-16,50,True,0.541,0.748,D,-6.321,Major,0.31,0.00141,3.1e-06,0.322,0.351,79.616,4,"Tyler, The Creator",Feature,03:16,2013,August,Friday
Earl Sweatshirt,"Sasquatch (feat. Tyler, The Creator)",5BikEzeYYFtRvR1CL1UTRg,Doris,5vRfIDOPJHy3W2wHWbzLlE,2013-08-16,45,True,0.457,0.687,A,-7.506,Major,0.316,0.0123,0.0,0.703,0.217,80.51,4,"Tyler, The Creator",Feature,02:48,2013,August,Friday
Mac Miller,O.K. (Bonus Track),5Zxag6MRK1YCumP1XP3lZg,Watching Movies with the Sound Off (Deluxe Edition),3T02fCxAjApu18taJLLbyN,2013-06-18,0,True,0.814,0.741,C#/Db,-6.863,Major,0.43,0.0579,0.0,0.223,0.764,115.211,4,"Tyler, The Creator",Feature,02:40,2013,June,Tuesday
Trash Talk,"Blossom & Burn (feat. Hodgy & Tyler, The Creator)",1hIIXXrgAExOVgkMcIipI4,119,3q81wYkuErRE4zeihVDeGu,2012-10-09,24,True,0.344,0.872,A,-4.112,Major,0.0505,0.00102,1.5e-05,0.162,0.232,133.861,4,"Hodgy, Tyler, The Creator",Feature,02:31,2012,October,Tuesday
Casey Veggies,"PNCINTLOFWGKTA (feat. Domo Genesis, Earl Sweatshirt, Hodgy & Tyler, The Creator)",2TgzqsJDeNH1BXomOyj94o,Customized Greatly Vol. 3,4dcg79r3qkQVz7vrjeLS8u,2012-04-09,20,True,0.638,0.742,D,-6.915,Major,0.334,0.127,0.0,0.39,0.589,77.952,4,"Domo Genesis, Earl Sweatshirt, Hodgy, Tyler, The Creator",Feature,04:16,2012,April,Monday
Odd Future,Oldie,53dkS3h9uTNsWYZTPacnpx,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,59,True,0.839,0.583,C#/Db,-5.941,Major,0.268,0.239,0.0,0.262,0.564,87.99,4,,Feature,10:36,2012,March,Friday
Odd Future,"NY (Ned Flander) (feat. Hodgy & Tyler, The Creator)",16PwJffEjvS0WjbaG92ScL,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,40,True,0.609,0.576,C#/Db,-9.992,Major,0.45,0.119,0.0076,0.1,0.527,163.817,4,"Hodgy, Tyler, The Creator",Feature,02:39,2012,March,Friday
Odd Future,"Analog 2 (feat. Tyler, The Creator, Frank Ocean & Sydney Bennett)",0d8ONGx43ZprlHlmLZODpD,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,56,True,0.599,0.673,C#/Db,-8.363,Major,0.566,0.229,3.77e-05,0.066,0.262,148.044,4,"Tyler, The Creator, Frank Ocean, Syd",Feature,04:36,2012,March,Friday
Odd Future,"Rella (feat. Hodgy, Domo Genesis & Tyler, The Creator)",3v7GtykYEMuSg4dQyw4qZb,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,43,True,0.545,0.75,E,-6.485,Minor,0.312,0.159,0.0,0.147,0.881,138.768,4,"Hodgy, Domo Genesis, Tyler, The Creator",Feature,03:10,2012,March,Friday
Odd Future,"P (feat. Hodgy & Tyler, The Creator)",7MT9QdnGDvZ9jvDTElR75v,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,36,True,0.619,0.669,B,-7.732,Major,0.375,0.0603,0.0,0.124,0.588,79.793,4,"Hodgy, Tyler, The Creator",Feature,03:15,2012,March,Friday
Odd Future,"Hcapd (feat. Domo Genesis, Hodgy & Tyler, The Creator)",4eVMZcIz4kNgeQNjlKGZbl,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,32,True,0.447,0.726,B,-7.636,Minor,0.366,0.0569,1.28e-06,0.276,0.545,91.038,3,"Domo Genesis, Hodgy, Tyler, The Creator",Feature,03:40,2012,March,Friday
Odd Future,"Sam (Is Dead) (feat. Domo Genesis & Tyler, The Creator)",67nRofeeMvysUeO4FxB6tL,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,49,True,0.504,0.634,F,-8.582,Minor,0.394,0.385,0.000396,0.151,0.463,80.996,4,"Domo Genesis, Tyler, The Creator",Feature,03:22,2012,March,Friday
Odd Future,"We Got Bitches (feat. Tyler, The Creator, Taco & Jasper Dolphin)",0dv0qdbMZ6rJQzWMbxqerR,The OF Tape Vol. 2,7ibEo7IK9E9mi2sU5rJNDC,2012-03-16,35,True,0.689,0.524,G#/Ab,-6.281,Minor,0.428,0.043,0.0,0.157,0.605,81.374,4,"Tyler, The Creator, Taco, Jasper Dolphin",Feature,03:19,2012,March,Friday
Pusha T,Trouble On My Mind,2ztyTz3H928W2bVb9qXBlB,Fear Of God II: Let Us Pray,0tS7jye0zKwGF0H4rqFGvz,2011-11-08,0,True,0.645,0.785,F#/Gb,-6.016,Minor,0.365,0.0705,0.000111,0.38,0.673,172.174,4,"Tyler, The Creator",Feature,03:32,2011,November,Tuesday
Jet Age of Tomorrow,"Welcome Home Son (feat. Tyler, The Creator & Casey Veggies)",6XOlxdDpGxcxaSD834sTwJ,12 Odd Future Songs,2EL4Tqtj9eXAjxcKPDIyu1,2011-10-03,36,True,0.391,0.784,D,-8.626,Major,0.37,0.0489,0.0,0.119,0.346,161.041,4,"Tyler, The Creator, Casey Veggies",Feature,02:54,2011,October,Monday
Domo Genesis,"Rolling Papers (feat. Tyler, The Creator)",2q35pHabpVH0UPBfDXskvP,12 Odd Future Songs,2EL4Tqtj9eXAjxcKPDIyu1,2011-10-03,45,True,0.669,0.795,C#/Db,-7.072,Major,0.405,0.0819,0.0,0.114,0.654,82.057,4,"Tyler, The Creator",Feature,02:52,2011,October,Monday
Casey Veggies,DTA,6SfqAuzvIHbERSO5c613P0,Sleeping in Class,5VQnHe5Wcji6wNbiAnMQ21,2011-09-20,49,False,0.366,0.946,D#/Eb,-1.401,Minor,0.363,0.222,0.0,0.178,0.706,160.815,4,"Tyler, The Creator",Feature,04:00,2011,September,Tuesday
MellowHype,F666 the Police,0MfIT9RpAUGHjol2iQzXiq,Blackenedwhite,7KLG5Qk1Y9gLzSjdNdR96l,2011-07-12,21,True,0.52,0.663,C#/Db,-5.751,Major,0.231,0.0609,0.0,0.439,0.276,125.315,4,,Feature,03:12,2011,July,Tuesday
The Game,Martians Vs Goblins,1UIcqXAA24eg76EFWViwr5,The R.E.D. Album,6PvZnd9Q2ymDo3gpoM5I37,2011-01-01,51,True,0.476,0.81,E,-3.414,Minor,0.265,0.0803,0.0,0.568,0.642,83.309,4,"Lil Wayne, Tyler, The Creator",Feature,03:48,2011,January,Saturday
Mike G,Timeless,5GYJvoJUMVyikb2D5sUwVg,Ali,5cVudF06zoMgAbXIRkk6aR,2010-04-11,20,True,0.606,0.767,A#/Bb,-7.689,Minor,0.497,0.285,0.0,0.119,0.689,79.92,4,,Feature,03:11,2010,April,Sunday
Mike G,BlaccFriday,7GJYd0MLHdnVLQ3G1AqNZK,Ali,5cVudF06zoMgAbXIRkk6aR,2010-04-11,22,True,0.538,0.534,G#/Ab,-8.348,Major,0.303,0.227,0.0,0.167,0.416,178.268,4,,Feature,03:58,2010,April,Sunday
